;texts;labels
4373;header prerequisit ;0
4374;updat thread trigger thread safe useag fparser ;0
4375;suggest dknez pass tol paramet comparison object use stitch mesh ;0
4376;merg pull request jwpeterson stitch mesh ;0
4377;coordin offset exodu output ;0
4378;abstract petscmatrix petscvector petscinterfac support laspack solver uniprocessor real moment easi extend uniprocessor complex make systembas dynam switch solver packag runtim like tomorrow ;0
4379;opstal lee bhatia refer ;0
4380;whitespac commit cruft ;0
4381;merg pull request friedmud exodu offset ;0
4382;mark coordin offset deprec ;0
4383;rutledg ;0
4384;huber dissert ;0
4385;start use adjoint sensit calc ;0
4386;test compil featur use devel flag ;0
4387;robust dirichlet boundari accessor ;0
4388;manag lifetim mesh function rbeimconstruct uniqueptr ;0
4389;merg pull request permcodi make common fix ;0
4390;enabl thread safe fparser ;0
4391;rboomit chang made argument const consist ;0
4392;updat rong preprint doi ;0
4393;solutiontransf parallelobject ;0
4394;dded predicatediter class predicatediter deriv std iter design mimic usual iter content contain differ normal iter automat advanc iter next item contain satisfi user suppli predic abstract predicatediter base class sever concret class alreadi defin current use meshbas class iter element vector wherea one would say ;0
4395;updat vallagh preprint ;0
4396;add miss header start stop log ;0
4397;perflog libmesh anymor ;0
4398;implement disabl comm world ;0
4399;misc refactor ;0
4400;clean ;0
4401;checkpoint day work ;0
4402;merg pull request dmcdougal fix doc ;0
4403;use macro check error code exodu reader ;0
4404;refactor eigensolv parallelobject ;0
4405;eftang preprint ;0
4406;miss one ;1
4407;iter whew ;0
4408;libmesh parallel ;0
4409;merg branch exii refactor ;0
4410;remov libmesh processor libmesh processor default function argument ;0
4411;oop didnt mean commit temporari remov parallel ;0
4412;clarifi comment ;0
4413;restor default constructor argument ;0
4414;move tini fakecommun parallel ;0
4415;consolid ifdef section ;0
4416;set new exampl exercis nedelec element ;0
4417;first pass refactor sparsematrix friend parallelobject still need address sparseshellmatrix ;0
4418;use direct solver vector exampl ;0
4419;remov old cruf ;0
4420;requir commun fallout ;0
4421;requir commun ;0
4422;use size ;0
4423;vector vector back make check ;0
4424;errorestim parallelobject ;0
4425;refactor rbevalu parallelobject ;0
4426;refactor precondition parallelobject ;0
4427;merg branch exii refactor ;0
4428;misc simplif improv ;0
4429;refactor linearsolv parallelobject misc ;0
4430;consist make function read data exodu file follow convent call read xyz return void ;0
4431;fakecommun class ;0
4432;fakecommun class ;0
4433;add enabl default comm world argument ;0
4434;move tini fakecommun parallel ;0
4435;document ;0
4436;remov bad share lock ;0
4437;meshseri object exodusii write element data ;0
4438;add commun miscellan serialmesh ;0
4439;use namesdata object follow exodusii helper routin get nodal var name get element var name initi element variabl initi nodal variabl initi global variabl ;0
4440;gimenez ;0
4441;support first order nedelec one hex hex ;0
4442;merg pull request permcodi parallel ;0
4443;shape first second deriv function nedelec one hex ;0
4444;initi implement broadcast vector string map contain string ;0
4445;configur mpi ;0
4446;merg pull request friedmud comm dtk fix ;0
4447;merg branch exii refactor ;0
4448;merg pull request benkirk commun ;0
4449;use explicit init comm exampl ;0
4450;temporari commit entir librari compil without default constructor begin reimplement default exampl work ;0
4451;use data structur exodusii helper namesdata ;0
4452;remov getter public data member exodusii helper ;0
4453;manag lifetim pmeti pointer uniqueptr ;0
4454;updat krol ;0
4455;hale preprint ;0
4456;manag lifetim qrule rbeimassembl uniqueptr ;0
4457;krol preprint doi seem activ yet ;0
4458;laspack solver work real data type use configur disabl petsc ;0
4459;exampl sumshellmatrix creation use comm ;0
4460;work find minim requir default constructor exampl ;0
4461;open flag exodusii helper ;0
4462;work find minim requir default constructor exampl ;0
4463;work find minim requir default constructor exampl ;0
4464;reformat exodusii write element data exodusii helper write element valu ;0
4465;exodusii helper write inform record use namesdata object ;0
4466;gener namesdata object take string length ;0
4467;output ;0
4468;restor numericvector build default argument ;1
4469;remov old comment ;0
4470;remov appar redund call exodu helper get time step ;0
4471;name uniform ;0
4472;name uniform ;0
4473;work find minim requir default constructor exampl ;0
4474;work find minim requir default constructor exampl ;0
4475;use local commun ;0
4476;make space consist loop ;0
4477;systemdata becam generalsystem work fine equationsystem current handl generalsystem frequencysystem outlin document ;0
4478;work find minim requir default constructor exampl ;0
4479;work find minim requir default constructor exampl ;0
4480;miss default constructor ;0
4481;work find minim requir default constructor exampl ;0
4482;use style cast ;0
4483;final corsini ;0
4484;dickson report ;0
4485;merg branch tetgen uniqu ;0
4486;chang const constant order enum caus problem lam mpi ;0
4487;updat configur system ;0
4488;updat configur system ;0
4489;updat configur system ;0
4490;updat configur system ;0
4491;updat configur system ;0
4492;updat configur system ;0
4493;merg branch master github com libmesh libmesh ;0
4494;merg branch master github com libmesh libmesh ;0
4495;updat configur system ;0
4496;made configur help output pretti ;0
4497;updat automak version number ;0
4498;updat daniel ;0
4499;ignor itanium depend file ;0
4500;tetgen reader jen oeser ;0
4501;direct solver dens system densematrix densevector class ;0
4502;merg branch master github com libmesh libmesh ;0
4503;merg branch stitch mesh http github com jwpeterson libmesh ;0
4504;merg branch stitch mesh http github com jwpeterson libmesh ;0
4505;run bootstrap ;0
4506;run bootstrap ;0
4507;updat configur system ;0
4508;updat configur system ;0
4509;updat configur system ;0
4510;updat configur system ;0
4511;exactsolut attach exact valu deriv take const ref ;0
4512;updat copyright notic ;0
4513;rearrang configur test reformat perflog print line ;0
4514;merg pull request jwpeterson fix memori leak ;0
4515;merg pull request jwpeterson misc ;0
4516;add eigensparsematrix norm linfti norm ;0
4517;merg pull request jwpeterson eigen norm ;0
4518;meshplot xda xdr request ;0
4519;use libmesh error msg meshplot ;0
4520;make object femcontext privat forc user use api final ;0
4521;actual code chang addit pthread api ;0
4522;merg pull request roystgnr mesh plot ;0
4523;hendrik florian develop page ;0
4524;made hendrik florian student ;0
4525;chang run bootstrap pthread api ;0
4526;miscellan exampl demonstr discontinu intern mesh interfac requir sparsiti pattern augment ;0
4527;nodal valu averag plot purpos make discontinu solut pretti plot node ;0
4528;task numer instead alphabet order ;0
4529;updat configur system ;0
4530;capabl equationsystem extract discontinu solut vector plot purpos ;0
4531;includ citat file distribut tarbal ;0
4532;merg pull request jwpeterson gauss lobatto ;0
4533;tri build option packag disabl ;0
4534;chang szabab shape tri element nicer horner scheme represent ;0
4535;code look sfc tecplot format ;0
4536;chang comment style make document sourc ;0
4537;manag subprecond matrix lifetim uniqueptr ;0
4538;effici comparison function ;0
4539;use leng ;0
4540;chang int probabl remov ;0
4541;chang unsign long unsign ;0
4542;updat automak version number ;0
4543;contrib bin detab run multipl file ;0
4544;made constructor protect prevent possibl user construct class use intern mesh ;0
4545;commit manufactur cvssvn creat tag libmesh ;0
4546;updat mean meshbas spatial dimens ;0
4547;chang oper namespac ;0
4548;revert recent chang system project ;0
4549;merg pull request roystgnr oper namespac chang ;0
4550;use uniform space statement ;0
4551;merg pull request dknez calcul norm mix dimens ;0
4552;remov unus variabl ;0
4553;new function rbsystem simplifi output case one term affin expans output ;0
4554;run bootstrap ;0
4555;includ libmesh common util would pass test header script ;0
4556;html document exampl still need figur system includ file omit document ;0
4557;check exampl nonlinear exampl ;0
4558;add increment copi constructor referencecount class ;0
4559;avoid deprec use public mesh boundari info member ;0
4560;disallow remot element remov mesh copi ;0
4561;updat assert check activ element ;0
4562;initi rewrit system class new solver interfac much flexibl complic system arrang system one implicit one explicit implicit system one linear one nonlinear etc document discuss develop list come ;0
4563;updat doxygen input file also document file new solver directori ;0
4564;new set shape function current implement seventh order ;0
4565;link tacc press releas usnccm saviac web site ;0
4566;anoth build node elem member get pointer element connect node ;0
4567;chang szabab shape nicer expressionsd szabab shape nicer express ;0
4568;remov unnecessari releas delet idiom ;0
4569;add support intel compil ;0
4570;remov stray ;0
4571;libmesh config script easi build note make must understand print directori flag ;0
4572;configur longer remov config statu distclean ;0
4573;convert sqrt call constant paramet ;0
4574;merg pull request jwpeterson ;0
4575;updat news file releas ;0
4576;chang instanc pow int pow call inlin via templat magic evalu time ;0
4577;merg pull request jwpeterson add space exampl ;0
4578;updat traffic ;0
4579;appli weird regress news dcfd ;0
4580;merg pull request dmcdougal fix getpot mutex ;0
4581;revert recent chang system project ;0
4582;declar mutex thread avail ;0
4583;pretti build ;0
4584;remov eigen branch ;0
4585;use libmesh independ file error macro ;0
4586;point new eigen ;0
4587;make getpot disabl mutex libmesh absent ;0
4588;eigen sourc ;0
4589;merg pull request benkirk eigen refresh ;0
4590;run bootstrap ;0
4591;run bootstrap ;0
4592;api attach adjoint dirichletboundari ;0
4593;merg pull request libmesh updat releas ;0
4594;merg pull request svallagh master ;0
4595;document run target exampl makefil complexdensematrix add realdensematrix obvious vice versa ;0
4596;misc depend serialmesh ;0
4597;set defin petsc built superlu dist mump support ;0
4598;misc current depend petsc ;0
4599;merg pull request friedmud pthread ;0
4600;merg pull request benkirk pthread ;0
4601;updat mean meshbas spatial dimens ;0
4602;dofmap enforc adjoint constraint exactli ;0
4603;remov quadratur rule introduct ;1
4604;refactor dofmap dof constraint ;0
4605;ignor output file exampl ;0
4606;upgrad version number ;0
4607;changelog news ;0
4608;incorpor ben changelog suggest ;0
4609;adjoint doc updat other ;0
4610;merg pull request andrsd zero jac petsc nonlin solver ;0
4611;tidi petscnonlinearsolv class ;0
4612;everi node mesh need stitch ;0
4613;need one final comparison fuzzi binari find ;0
4614;version util binari find take custom comparison object ;0
4615;rboomit chang subdomain depend rbparametrizedfunct propag chang eim code ;0
4616;use toler sort point toler independ point match toler ask user ;0
4617;switch rel toler check rel smallest edg length surfac stitch stitch mesh ;0
4618;updat news file releas ;0
4619;remov outdat deprec class ;1
4620;make residu jacobian zero outing configur ;0
4621;sparsematrix base class allow transpar switch petsc laspack solver laspackmatrix mostli implement ;0
4622;merg pull request andrsd typo ;0
4623;updat makefil ;0
4624;meti reli invok requir disabl tbb ;0
4625;updat loc count januari ;0
4626;updat citat ;0
4627;revert updat news femcontext api ;0
4628;cosmet chang exampl adapt ;0
4629;cosmet chang exampl adjoint ;0
4630;cosmet chang exampl eigenproblem ;0
4631;cosmet chang exampl fem system ;0
4632;minor optim add univers perflog class log rather one perflog per class ;0
4633;cosmet chang exampl introduct ;0
4634;make pthread uniqu thread safe ;0
4635;implement spinlock everyon els ;0
4636;add spin mutex special osx ;0
4637;cosmet chang exampl miscellan ;0
4638;gener file last chang ;0
4639;cosmet chang exampl optim ;0
4640;cosmet chang exampl reduc basi ;0
4641;cosmet chang exampl solut transfer ;0
4642;cosmet chang exampl subdomain ;0
4643;cosmet chang exampl system equat ;0
4644;cosmet chang exampl transient ;0
4645;abil get uniqu pthread ;0
4646;cosmet chang exampl vector ;0
4647;gener build cube gauss lobatto grid true ;0
4648;bump version master pre ;0
4649;merg pull request dknez miscellan ;0
4650;merg pull request jwpeterson libmesh date ;0
4651;incorpor misc build environ ;0
4652;deprec pointlocatorlist ;0
4653;robust cruft make sure enablepthread get turn pthread fail ;0
4654;set subdomain side built elem build side ;0
4655;new exampl also requir ;0
4656;disabl misc exodu disabl ;0
4657;toader preprint ;0
4658;merg pull request jwpeterson petsc ;0
4659;merg pull request jwpeterson face level mismatch ;0
4660;laspack contrib directori use build non parallel iter solver ;0
4661;combin thread defin ;0
4662;merg pull request jwpeterson deprec point locat list ;0
4663;cut past typo fix adjoint ;0
4664;chang gmv support write complex enabl ;0
4665;use libmesh deprec macro ;0
4666;updat citat ;0
4667;copi element subdomain convert triangular mesh subdivis element ;0
4668;note updat femcontext public member privat ;0
4669;merg pull request pbauman realli privat fem context ;0
4670;make meshplot solut file option ;0
4671;need assign oper assert assign sinc cannot redefin commun refer ;0
4672;merg branch paul nedelec ;0
4673;taught meshbas write gmv write infprism ;0
4674;increas paramet size exodu ;0
4675;use activ pid elem iter make dofmap clear ;0
4676;configur recent chang ;0
4677;current filenam saniti check exodusii ;0
4678;look tpetra config ;0
4679;condit specifi dnot netcfd ;0
4680;condit specifi dnot netcfd ;0
4681;extend test coverag default synchron commun mode ;0
4682;merg branch slepc misc ;0
4683;merg pull request roystgnr safer algebra coupl ;0
4684;inform messag fall back netcdf api ;0
4685;proper static link use netcdf pkg config script ;0
4686;remov stray libmesh ;0
4687;undo lib ;0
4688;dosunix requir file get solari studio compil ;0
4689;need automak properli bundl netcdf seem ubuntu ;0
4690;allow commun object toggl default synchron send oper ;0
4691;updat gitignor tree build ;0
4692;defer sqrt calcul ;0
4693;commit built sourc ;0
4694;one final dofmap compon chang variabl ;0
4695;neveln ;0
4696;distributedvector class use hide detail parallel librari ;0
4697;merg pull request permcodi serialuniqueid ;0
4698;push option includ lib subpackag ;0
4699;use vtkdoublearray convert mesh point coordin singl precis unnecessarili ;0
4700;degrad singl precis doubl avail ;0
4701;make read work support element type ;0
4702;templat numer data type provid clearer distinct real complex data type ;0
4703;point curl method femcontext ;0
4704;instanti point curl method ;0
4705;merg pull request pbauman point curl ;0
4706;small optim dtk adapt ;0
4707;use standard assert ;0
4708;make sure posix sort new header ;0
4709;vavouraki ;0
4710;merg pull request libmesh exii append ;0
4711;capabl output exodu file transient ;0
4712;updat public websit septemb ;0
4713;updat statist septemb ;0
4714;save line code ;0
4715;factor common code write nodal data write nodal data discontinu function ;0
4716;default new version ;0
4717;finish distributedvector ;0
4718;suppress unus typedef gcc warn ;0
4719;add capabl append data exodu file ;0
4720;check exist info record write ;0
4721;work vector implement ;0
4722;bootstrap meshdiff makefil ;0
4723;build instal meshdiff ;0
4724;merg pull request benkirk eigen ;0
4725;get contribut eigen build system ;0
4726;list bibtex templat ;0
4727;octav script make libmesh usag statist plot ;0
4728;merg pull request dmcdougal fix exdoc ;0
4729;remov superflu comment ;0
4730;initi file infrastructur support eigen spars linear solver ;0
4731;work vector implement ;0
4732;version guard solv result petscdiffsolv accord roy suggest ;0
4733;intiial vector partial implemen ;0
4734;eigensparsevector initi implement ;0
4735;merg pull request friedmud perf log ;0
4736;remov overzeal assert print constraint ;0
4737;eigensparsematrix initi implement ;0
4738;comput adjoint dirichlet constraint ;0
4739;initi base non close vector ;0
4740;merg pull request benkirk netcdf refresh ;0
4741;forgot remov libmesh implement ;0
4742;merg pull request robert vtk cellid ;0
4743;add eigen unsupport api ;0
4744;eigen contrib ;0
4745;corsini periodica polytechnica paper ;0
4746;use vtksmartpoint correctli ;0
4747;add residu iter count linearsolutionmonitor backward incompat chang ;0
4748;igor built sourc ;0
4749;robust tecplot binari blob handl static librari ;0
4750;yet anoth tecplot symlink ;0
4751;chang inf map wshadow ;0
4752;chang condens eigen system wshadow ;0
4753;getpot accept const argument ;0
4754;implement linearsolutionmonitor support petsc diff solver ;0
4755;libmeshinit accept argument const ;0
4756;citat webpag gener script ;0
4757;fallback rpc xdr look xdr ;0
4758;trump enabl petsc disabl mpi ;0
4759;merg branch master http github com libmesh libmesh ;0
4760;use ;0
4761;fine grain fallback disabl mpi ;0
4762;move linear solut monitor newtonsolv diffsolv ;0
4763;return correct solv result ;0
4764;revert use vtksmartpoint correctli ;0
4765;hoist function call loop condit ;0
4766;standard space format indent etc ;0
4767;initi linear solver support ;0
4768;optim code cleanup ;0
4769;updat system equat impos node edg dirichlet boundari condit ;0
4770;edg support boundaryinfo impos dirichlet boundari constraint edg ;0
4771;oop forgot stop log case earli return ;0
4772;work new local member petscvector troubl refin repartit mesh partit essenti flip flop ;0
4773;merg pull request permcodi xdr ;0
4774;exampl show use transientsystem solv linear convect diffus problem ;0
4775;heterogen adjoint support arefe ;0
4776;chang html titl ;0
4777;optim routin better choic stl contain ;0
4778;silli document stuff tet embed matric long last refin element like releas libmesh tomorrow ;0
4779;updat dirichlet constraint handl node ;0
4780;use hash contain perform critic function platform avail ;0
4781;merg pull request permcodi uniqueidghost ;0
4782;comput map updat radial distanc shape function independ ;0
4783;chang equationsystem add system return refer new object chang exampl use hybrid mesh ;0
4784;move femap constructor file use default constructor std vector ;0
4785;document format ;0
4786;cleand comment ;0
4787;document ;0
4788;move privat method meshdata public gmv support output also infprism ;0
4789;allow user instal petsc monitor ;0
4790;merg pull request andrsd option monitor ;0
4791;configur test bit compat log meshrefin meshtool partiton last particular refin ;0
4792;heterogen adjoint sensit work ;0
4793;handl blank entiti name xda format ;0
4794;trivial chang sped meshbas find neighbor factor feel silli ;0
4795;revert timestep offset hope avoid overwrit data append ;0
4796;magnitud write gmv binari use complex number ;0
4797;includ keep oracl happi ;0
4798;properli link input file vpath build ;0
4799;elem key member like deprec elem key member mesh find neighbor way faster ;0
4800;merg pull request permcodi parmesh uniqu fix ;0
4801;read number global variabl present exodu file read header tri initi global variabl alreadi global variabl present ;0
4802;optim elem key special element ;0
4803;mean standard deviat refin flag ;0
4804;meti partit work parallel ;0
4805;zhu preprint ;0
4806;redid tecplot support write one file even complex number ;0
4807;chang point realgradi ;0
4808;dirichletboundari constructor ;0
4809;might work second need check sinc cfdlab ;0
4810;test ;0
4811;merg pull request permcodi xdr ;0
4812;oop simpl loop reorder speed significantli ;0
4813;commit manufactur cvssvn creat tag libmesh ;0
4814;use vtk legaci remov thank cato idea ;0
4815;indent accord usual libmesh convent ;0
4816;yeniara preprint ;0
4817;merg pull request benkirk mpi sync send ;0
4818;support enabl nemesi new ;0
4819;major femsystem adjoint dirichlet refactor ;0
4820;configur test hdf ;0
4821;rigor configur ;0
4822;rigor configur ;0
4823;handl sne converg iter case avoid compil warn ;0
4824;rebuild makefil rebas conflict ;0
4825;merg pull request benkirk exodu refresh ;0
4826;netcdf sourc tree ;0
4827;bump version number ;0
4828;timestep offset hope avoid overwrit data append ;0
4829;prevent netcdf run testsuit keep exampl make check ;0
4830;need newton step ;0
4831;merg branch master ssh github com libmesh libmesh ;0
4832;merg pull request robert linear solut monitor ;0
4833;merg pull request robert petsc solv result ;0
4834;throw file error getpot open file ;0
4835;properli link config file vpath build ;0
4836;build new version nemesi ;0
4837;updat nemesi configur ;0
4838;case statement clearer ;0
4839;allow disabl nest disabl nest ;0
4840;merg pull request libmesh getpot file error ;0
4841;rebaselin netcdf gener file ;0
4842;make enablefp public user toggl run ;0
4843;add gitignor support tree build ;0
4844;updat gitignor make make check ;0
4845;updat gitignor make check ;0
4846;merg pull request permcodi ;0
4847;symlink easier version manag ;0
4848;support build legaci netcdf new sourc ;0
4849;exodu sourc tree ;0
4850;symlink easi version handl ;0
4851;new makefil new exodu ;0
4852;allow old new exodu tree ;0
4853;make libmesh use bit xdr work ;0
4854;new makefil new exodu ;0
4855;get default work properli specifi version ;0
4856;read write uniqu xdr file ;0
4857;gotta figur way recurs configur want build still make dist work ;0
4858;remov deprec ostringstream ofstream class ;0
4859;remov cmake cruft extra dist ;0
4860;merg pull request benkirk eigen solver packag ;0
4861;make sure everywher petsc vector creat comm get pass ;0
4862;clarifi comment ;0
4863;remov print statement ;0
4864;merg pull request benkirk singleton ;0
4865;extend derek idea initi well ;0
4866;merg pull request friedmud templat shim ;0
4867;add shim newli templat function instead use default templat argument ;0
4868;reimplement use singleton setup ;0
4869;automak junk associ new file ;0
4870;elem refer elem ;0
4871;defer initi request ;0
4872;add abil overrid radiu radial basi interpol ;0
4873;add beautifi make rule remov trail whitespac appli sourc tree yet ;0
4874;merg pull request roystgnr getpot updat ;0
4875;merg pull request roystgnr refin flag warn ;0
4876;libmesh common place hold macro function ;0
4877;merg pull request benkirk refer elem ;0
4878;remov libmesh common ;0
4879;includ ;0
4880;implement exodusii fortran api ;0
4881;libmesh write traceout macro replac libmesh write traceout function ;0
4882;instal forbind includ exodusii inc well ;0
4883;remov redund test ;0
4884;reimplement use singleton ;0
4885;merg pull request roystgnr manav templat read ;0
4886;merg pull request benkirk singleton ;0
4887;new configur flag enabl static ;0
4888;node iter ;0
4889;implement epetravector conjug ;0
4890;merg pull request permcodi parallel fix ;0
4891;merg pull request libmesh macro function ;0
4892;swiler ;0
4893;non block send receiv function ;0
4894;remov csignal depend libmesh common ;0
4895;predict sort ;0
4896;merg pull request libmesh conjug ;0
4897;implement remain refer element ;0
4898;factor common part macro ;0
4899;initi infrastrutur support better singleton support ;0
4900;merg pull request roystgnr manav dens numer ;0
4901;let print bit quiet exampl ;0
4902;abil clear extra ghost elem switch use add ;0
4903;reimplement remoteelem deriv singleton ;0
4904;libmesh stop macro convert function ;0
4905;mark remoteelem constructor privat forc creat usag ;0
4906;updat statist march ;0
4907;enhanc document ;0
4908;return refer per roy suggest ;0
4909;refactor misc mesh relat class parallelobject ;0
4910;refactor partit ;0
4911;refactor meshtool ;0
4912;merg pull request libmesh termin handler ;0
4913;kalashnikova wccm refer ;0
4914;clarifi comment ;0
4915;updat montagni ;0
4916;refactor meshrefin parallelobject ;0
4917;refactor meshrefin parallelobject ;0
4918;merg pull request libmesh system sizet ;0
4919;refactor equationsystem system friend parallelobject ;0
4920;option commun mesh constructor default commworld use atm ;0
4921;refactor reduc basi construct parallelobject ;0
4922;refactor miscellan mesh function ;0
4923;refactor miscellan mesh function ;0
4924;refactor condensedeigensystem parallelobject ;0
4925;updat refer montagni preprint dec thesi gunther confer paper steih bauman ;0
4926;petsc vector compil ;0
4927;laspack vector commun ;0
4928;epetra vector compil ;0
4929;eigen distribut vector commun ;0
4930;refactor meshcommun parallelobject fallout ;0
4931;refactor parallelmesh parallelobject ;0
4932;refactor meshbas parallelobject ;0
4933;refactor exodusio nemesisio parallelobject ;0
4934;updat gunther ;0
4935;run make beautifi ;0
4936;run make beautifi propag gener file ;0
4937;make beautifi ;0
4938;begin use per object commun mesh class ;0
4939;merg pull request benkirk remot elem undo ;0
4940;need includ new libmesh write traceout implement oracl caught ;0
4941;typo ;0
4942;libmesh paralellobject base class thing requir commun refer ;0
4943;deriv key data structur parallelobject ;0
4944;refactor dofmap parallelobject ;0
4945;gunther move oden preprint ;0
4946;refactor boundaryinfo parallelobject ;0
4947;configur uniqu dofobject current work serialmesh parallelmesh ;0
4948;refactor exodusio nemesisio parallelobject ;0
4949;remov overzeal copi past assert ;0
4950;refactor use per object decomp info ;0
4951;refactor xdrio parallelobject ;0
4952;merg pull request roystgnr initi order defiasco ;0
4953;merg pull request roystgnr dof proc check ;0
4954;merg pull request roystgnr manav gmsh ;0
4955;leav laspack ahead eigen latter implement complet ;0
4956;updat statist feb ;0
4957;clearer comment residu time deriv ;0
4958;properli clear old constraint recalcul ;0
4959;merg pull request libmesh deprec mpi ;0
4960;minor optim chang dofmap compon stuff dofmap variabl consist class code ;0
4961;netcdf subpackag may need detect hdf info ;0
4962;merg branch master ssh github com libmesh libmesh adjoint dirichlet ;0
4963;preprint feb ;0
4964;demo rbi misc ;0
4965;extend test coverag ;0
4966;find hdf unset hdf variabl ;0
4967;enabl fraction power invers distanc interpol ;0
4968;extend mpi implement ;0
4969;cleaner mpi implement ;0
4970;work mpi vectorvalu implement need check type mpi implement ;0
4971;refactor standardtyp mpi compliant ;0
4972;laspack ;0
4973;preserv return code ;0
4974;test broadcast std vector object ;0
4975;merg featur peco petsc ;0
4976;prevnt use tbb thread tbb configur fail ;0
4977;merg pull request pbauman fem function proj fix ;0
4978;virgin tree minu cmake bit ;0
4979;less mislead eulersolv comment ;0
4980;use automak skip test code apropo ;0
4981;updat gitignor make check ;0
4982;remov ;0
4983;use check header make sure eigen usabl ;0
4984;relink ;0
4985;increas paramet size exodu ;0
4986;remov cmake cruft ;0
4987;initi infrastructur support radial basi function altern meshfreeinterpol scheme ;0
4988;wendland radial basi function ;0
4989;take libmesh specif comment eigen ;0
4990;use uniqueptr automat manag lifetim period boundari ;0
4991;begin radial basi interpol implement ;0
4992;delet train whitespac ;0
4993;rememb bootstrap ;0
4994;make sure use test eigen ;0
4995;rebaselin automak file ;0
4996;compat api chang sinc petsc releas ;0
4997;initi bound box ;0
4998;use normal radiu ;0
4999;initi radial basi interpol implement ;0
5000;anl tech report ;0
5001;avoid mpi deprec featur mpi version ;0
5002;warn inconsist flag ;0
5003;addit includ requir recent macro refactor ;0
5004;rboomit chang rbconstruct set construct paramet set paramet without use input text file ;0
5005;clarifi comment ;0
5006;merg pull request libmesh enum string ;0
5007;merg pull request permcodi parallel fix ;0
5008;merg pull request roystgnr manav unsteadi ;0
5009;standard type implement mpi block send receiv ;0
5010;addit accessor ;0
5011;singleton refer element type ;0
5012;enum type support string enum ;0
5013;updat statist aug ;0
5014;merg pull request friedmud fraction power ;0
5015;shell script creat static refer element string file ;0
5016;includ data sourc file list ;0
5017;refer element data ;0
5018;implement refer element data ;0
5019;rboomit chang remov incorrect libmesh conj calcul truth output rbconstruct truth solv ;0
5020;remov temporari cruft ;0
5021;automak junk updat bootstrap ;0
5022;manag lifetim tetgen output object uniqueptr ;0
5023;newlin ;0
5024;rboomit chang clean thing previou commit ;0
5025;irix syntax chang ;0
5026;minimum version number test option eigen ;0
5027;use std endl ;0
5028;use uniqueptr automat manag lifetim dirichlet boundari ;0
5029;dofmap heterogen constrain adjoint ;0
5030;merg pull request andrsd warn ;0
5031;includ strptime avoid warn ;0
5032;chang basic activ type elem iter multipli inherit activ elem iter type elem iter rather reimplement function either may turn realli use composit predic iter may danger time tell ;0
5033;mark constructor experiment ;0
5034;merg pull request benkirk radial basi ;0
5035;silli std cerr ;0
5036;grace exit ;0
5037;pgi like bypass direct base class import grandpar ;0
5038;eigen flexibl ;0
5039;libmesh static class bookkeep consolid one perflog librari ;0
5040;defin anoth testabl variabl eigen ;0
5041;initi infrastructur user specifi element refin select ;0
5042;merg pull request benkirk user spec refin ;0
5043;implement roy suggest ;0
5044;merg pull request libmesh static ;0
5045;forgot subst var ;0
5046;libmesh static class bookkeep consolid one perflog librari ;0
5047;refactor system point introduc point alreadi locat version ;0
5048;commit manufactur cvssvn creat tag libmesh ;0
5049;add openmp check configur ;0
5050;never ask ghost remot elem ;0
5051;add unit test verifi left right eigenvector calcul ;0
5052;need const iter ghost functor ;0
5053;couplingmatrix oper ;0
5054;sparsitypattern build user coupl functor ;0
5055;add defaultcoupl subclass ghostingfunctor ;0
5056;build defaultcoupl code ;0
5057;run autotool ;0
5058;defaultcoupl need setter mesh ;0
5059;add use defaultcoupl dofmap ;0
5060;merg pull request jwpeterson evd vector ;0
5061;merg pull request permcodi mpi scatter ;0
5062;updat traffic ;0
5063;updat citat ;0
5064;add enabl petsc requir configur option ;0
5065;run bootstrap ;0
5066;merg pull request jwpeterson enabl petsc requir ;0
5067;chang add remov ghost coupl functor api ;0
5068;store meshbas dofmap ;0
5069;unset dof coupl dofmap clear ;0
5070;reset ghost functor statu dofmap clear ;0
5071;add default coupl functor dofmap ;0
5072;remov redund coupl code ;0
5073;handl empti vector elegantli ;0
5074;updat bundl eigen ;0
5075;merg pull request jwpeterson updat eigen ;0
5076;add densematrix routin comput left right eigenvector ;0
5077;implement wrapper mpi scatter oper ;0
5078;give coupl functor sparsitypattern build ;0
5079;inform ghost functor delet remot element ;0
5080;merg pull request friedmud dof reorder ;0
5081;run contrib bin reindent src ;0
5082;make reindent work multipl file ;0
5083;run contrib bin reindent includ ;0
5084;run contrib bin reindent exampl ;0
5085;merg branch reindent ;0
5086;merg remot track branch friedmud dof reorder ;0
5087;add get array capabl petscvector close ;0
5088;build default ghostingfunctor meshbas ;0
5089;connect famili ghost functor ;0
5090;use ghost functor alon meshcommun ;0
5091;merg pull request roystgnr ghost functor ;0
5092;move sparsitypattern code sparsiti pattern ;0
5093;add coupl algebra ghost functor dofmap ;0
5094;updat traffic ;0
5095;set initi flag fals clear ;0
5096;merg pull request dschwen point locat initi ;0
5097;updat statist juli ;0
5098;densematrix evd lapack use simpler dgeev instead dgeevx ;0
5099;merg pull request friedmud petsc vector array ;0
5100;add unit test eigenvalu calcul ;0
5101;quiet noisi dofobject unit test ;0
5102;merg pull request jwpeterson evd ;0
5103;updat citat ;0
5104;never return remot elem defaultcoupl ;0
5105;add vector vector scatter implement add unit test ;0
5106;remov libmesh experiment rbparameter ;0
5107;updat traffic ;0
5108;remov atavist comment ;0
5109;perflog defaultcoupl functor ;0
