;texts;labels
1162;mdanalysi bug dcd slice correspond code mdanalysi ;0
1163;bug dcd correl function run bit machin correspond code mdanalysi ;0
1164;test hole chang form error warn hole binaray ;0
1165;allow empti atomgroup remov check length one intermedi select select anyth use select ;0
1166;chang coordin writer use ltruncat int ;0
1167;hydrogen bond analysi chang atom list ;0
1168;pass preform array distanc function useful repeat call set atom group correspond code mdanalysi ;0
1169;crd parser quick dirti topolog build charmm card coordin file ;0
1170;updat error string analysi psa ;0
1171;chang ioerror error code window compat see issu ;0
1172;parallel distanc array ;0
1173;primit pdb writer work structur read pdb simpli replac pdb coordin time step coordin someth complic segment residu list mdanalysi perhap save read psf filenam attribut dcdreader pdbreader make easier write unifi code import method attribut alreadi ident name ;0
1174;test select test updat properli close trajectori object caus unit test fail system due open file descriptor limit ;0
1175;test case argument ignor correct origin test survivalprob first point autocorrel chang univers test timeseri mean noth chang test naiv could improv use actual verifi valu ;0
1176;atomgroup bug getitem residuegroup correspond code mdanalysi ;0
1177;chang old style divis dist mat vec ensur integ output ;0
1178;small psf pars bug entri particular potenti term correspond code mdanalysi ;0
1179;hole analysi better error check streamlin code ;0
1180;atom timeseri pass list atom correspond code mdanalysi ;0
1181;psa psanalysi less namespac confus import psa test analysi ;0
1182;testcas testtprv test topolog ;0
1183;refer tinker file format tabl topolog init coordin init ;0
1184;omit due coverag report ;0
1185;minor chang test distanc ;0
1186;framework organ flag setup core flag instanc init import necessari valu chang interact includ error check valu ;0
1187;analysi hbond slice work xyz file need comment ;0
1188;move function tprparser tpr util make pars work flow obviou ;0
1189;distanc array bug need copi get contigi array around select period fals use minimum imag convent look neighbour default true get behaviour previou version mdanalysi note sure around select work properli work need test ;0
1190;addit test coordin reader gro test coordin distanc fail moment gro reader convert unit fix test pdb file use gro parser xtc trr test instead pdb bit faster nativ ;0
1191;make atomgroup coordin return array type numpi float default distanc array need float interfac also coordin store make sens enforc crucial entri point leafletfind would rais error build adjac matrix array return coordin float ;0
1192;instal pytest rais setup test keep depend mdanalysistest setup ;0
1193;pytest rais avail conda ;0
1194;enabl parallel pytest ;0
1195;pytest rais ;0
1196;document gromac trr xtc format libxdrfil new rest doc also fix document writer still dcd one sanit argument process xdrfile core trjreader writer dcd argument use xtc trr ;0
1197;merg pull request mdanalysi fix dcd witer ;0
1198;merg pull request mdanalysi fix align step ;0
1199;push test loop pytest parametr ;0
1200;use pytest importorskip ;0
1201;merg pull request kain fix test bug ;0
1202;releas bump releas fix document made head start text modul name document topolog modul bump develop releas devel ;0
1203;numpi style doc string ;0
1204;doc sphinx sourc logo licens delet avoid lintian warn doc sphinx sourc logo author alreadi fix includ link licens text ;0
1205;port util pytest ;0
1206;remov pytest xdist ;0
1207;finish pytest transit ;0
1208;switch pytest fixtur ;0
1209;merg pull request mdanalysi fix coverag ;0
1210;updat docstr numpi style analysi psa ;0
1211;joe goos author document fix issu changelog pick releas branch ;0
1212;merg branch fix tpr develop ;0
1213;atomgroup coordin return view array copi fals copi true hack suppos help old distanc array bug fix independ think need copi true perhap one proceed caution test argument left method ;0
1214;updat inpcrdread singleframeread style ;0
1215;joe goos author document fix issu changelog ;0
1216;merg branch develop fix trz endian ;0
1217;changelog entri teneleven centerofmass camelcas fix ;0
1218;changelog entri fix issu ;0
1219;add comment fix waterorientationrelax class ;0
1220;merg pull request kain basetest fix ;0
1221;use pytest style test dcd ;0
1222;rebuilt onlin doc fix point select ;0
1223;updat test libdcd pytest style guid ;0
1224;pytest fixtur ;0
1225;revert fix cython band aid solut ;0
1226;fix doc warn mdanalysi packag ;0
1227;test log fix warn ;0
1228;version chang date changelog fix document regener ;0
1229;doc fix lammp dcdwriter ;0
1230;fix hole download ;0
1231;doc fix gener link select doc ;0
1232;fix futurewarn comparison none result elementwis object comparison futur ;0
1233;doc fix broken link charmm doc ;0
1234;fix doc ;0
1235;fix typo entiti unwrap segment realli return segment ;0
1236;pytest style coordin test dlpoli ;0
1237;fix path onlin doc doc readm ;0
1238;review need pytest style core test residuegroup ;0
1239;pytest style coordin test trz ;0
1240;pytest style core test atomgroup ;0
1241;pytest style coordin test null ;0
1242;pytest style topolog test tprparser ;0
1243;fix doc new atom method ;0
1244;pytest style topolog test pdb ;0
1245;readm fix link text footnot ;0
1246;fix treatment label argument clean ;0
1247;fix remain sphinx warn doc touchup ;0
1248;fix document recent chang ;0
1249;shebang line fix ;0
1250;fix changelog ;0
1251;fix changelog chronolog ;0
1252;fix typo ;0
1253;minor doc fix xtc ;0
1254;fix typo tprparser fer err fver err ;0
1255;fix typo ;0
1256;fix doc ;0
1257;fix changelog ;0
1258;testsuit prepar setup pypi ;0
1259;clean setup littl bit ;0
1260;gener clean setup ;0
1261;updat setup ;0
1262;final chang give pull request core util adjust work glycam residu name analysi hbond revert default acceptor donor origin ;0
1263;rotatebi method atomgroup use atomgroup instead array use transform comput transform matrix allow use atomgroup specifi axi point absolut cartesian coordin allow atomgroup tupl translat fix rotat sure properli updat ;0
1264;renam bilay analysi script adher common scheme membran xxx ;0
1265;fix chang author sseyler changelog updat run pair analysi doc dist matrix ;0
1266;remov spuriou header write fix issu write method dcdfile singl frame namd dcd trajectori write exactli reproduc coordin input file ;0
1267;fix typo name function dcd class correspond code mdanalysi ;0
1268;remov depend conda pin ;0
1269;tst first draft trajectori reader asv benchmark test ;0
1270;updat test nuclinfo reflect segid select option ;0
1271;add changelog ;0
1272;merg pull request khuston hoomdxmlpars ;0
1273;renam error variabl ;0
1274;use python check empti atomgroup ;0
1275;final updat make whole follow review ;0
1276;doc updat timestep ;0
1277;finalis version ;0
1278;merg branch develop github com mdanalysi mdanalysi develop ;0
1279;time offset timestep api ;0
1280;merg pull request cyanezstang patch ;0
1281;rebuilt doc ;0
1282;merg pull request mdanalysi featur utilmov ;0
1283;extra test coordin timestep constructor ;0
1284;merg pull request mdanalysi featur readercleanup ;0
1285;move core util lib util ;0
1286;bump version dev ;0
1287;move core log lib log ;0
1288;final chang follow review ;0
1289;move except file ;0
1290;updat sourc ;0
1291;move core unit mdanalysi unit ;0
1292;triclin dimens timestep ;0
1293;make openmp detect work debian ;0
1294;move core unit mdanalysi unit ;0
1295;updat outdat topolog doc ;0
1296;finalis chang ;1
1297;test renam test select test atomselect ;0
1298;rebuilt html doc sphinx ;0
1299;updat coordin doc ;0
1300;doc new refer page ;0
1301;updat timestep api doc ;0
1302;overhaul test subsystem ;0
1303;mdanalysi select test partial address ;0
1304;updat analysi init relat ;0
1305;add new author ;0
1306;merg pull request mdanalysi issu ;0
1307;tag releas ;0
1308;updat waterdynam ;0
1309;merg pull request mdanalysi featur timesteptim ;0
1310;updat waterdynam ;0
1311;merg pull request cyanezstang develop ;0
1312;merg pull request alejob patch ;0
1313;updat ;0
1314;wheel option setup cfg ;0
1315;use time offset test ;0
1316;doc new modul ;0
1317;selectionwrit jmol ;0
1318;merg branch develop github com mdanalysi mdanalysi develop ;0
1319;merg branch develop ;0
1320;merg branch develop github com mdanalysi mdanalysi develop ;0
1321;tri new nosetest ;0
1322;new lammp test file ;0
1323;test lammp dcdwriter except dcdreader ;0
1324;remov refer travi ;0
1325;function lib mdamath make whole ;0
1326;test jmol select writer ;0
1327;merg branch develop github com mdanalysi mdanalysi develop ;0
1328;merg pull request mdanalysi featur testoverhaul ;0
1329;doc new jmol select writer ;0
1330;code chang move core distanc lib distanc ;0
1331;merg pull request mdanalysi featur make whole ;0
1332;merg branch develop issu ;0
1333;merg pull request mdanalysi featur distancesmov ;0
1334;doc chang core distanc move ;0
1335;rebuilt html doc sphinx ;0
1336;new memleak test travi test ;0
1337;doc purg last remnant googl code link ;0
1338;updat changelog chang setup ;0
1339;merg pull request mdanalysi issu ;0
1340;merg pull request kain openmp detect ;0
1341;merg branch featur newtestrun develop ;0
1342;merg pull request mdanalysi featur testselectionwrit ;0
1343;coverag work new test system ;0
1344;merg pull request mdanalysi featur buildmatrix ;0
1345;mark test knownfailur ;0
1346;updat reader api ;0
1347;merg pull request mdanalysi issu ;0
1348;updat doc lammp trajectori reader unit ;0
1349;updat distanc calcul doc ;0
1350;move mathemat function lib util lib mdamath ;0
1351;hoomdxmlpars basic test ;0
1352;compress xml test data amend doc ;0
1353;rel import minor ;0
1354;check travi nose version ;0
1355;updat travi use contain base system ;0
1356;address comment ;1
1357;add kdtree remov changelog ;0
1358;merg pull request mdanalysi featur triclin dimens ;0
1359;merg pull request mdanalysi issu ;0
1360;residu residu merg default ;0
1361;merg pull request mdanalysi missedcamelcas ;0
1362;test align principalaxi ;0
1363;merg pull request richardjgow master ;0
1364;initi effort place warn comment frame line still need work deal parenthes prefix etc ;0
1365;chang string uppercas string ascii uppercas compat ;0
1366;merg pull request mdanalysi fix ;0
1367;merg branch teneleven master develop ;0
1368;updat frame fixer test code ;0
1369;merg pull request mdanalysi featur merg teneleven ;0
1370;merg pull request dotsdl issu ;0
1371;merg merg bond topolog ;0
1372;merg pull request dotsdl doc scan ;0
1373;univers work stringio object ;0
1374;note changelog surviv api chang ;0
1375;exclud migrat coverag ;0
1376;merg pull request mdanalysi exclud migrat ;0
1377;finalis changelog ;0
1378;updat version number ;0
1379;rebuilt doc releas ;0
1380;speed xyz reader ;0
1381;merg pull request mdanalysi issu ;0
1382;updat sphinx document kdtree remov ;0
1383;tidi import lib util ;0
1384;test ;0
1385;fixer correspond test code convers numfram frame mda releas ;0
1386;updat changelog ;0
1387;compress filenam check get reader ;0
1388;pqrparser read icod ;0
1389;wateranalysi format accord pep ;0
1390;merg pull request mdanalysi issu ;0
1391;new fixer torsion dihedr class name chang along set simpl test ;0
1392;new fixer associ test code mda calc torsion calc dihedr convers ;0
1393;replac seealso numpi section ;0
1394;speed pqr ;0
1395;merg pull request mdanalysi doc warn ;0
1396;updat changelog ;0
1397;updat mathjax cdn ;0
1398;updat travi file ;0
1399;merg pull request mdanalysi tidyup ;0
1400;deprec warn use old singular setter atomgroup ;0
1401;turn doc warn error ;0
1402;speed pdbqt ;0
1403;speed pdb read ;0
1404;remov incorrect test ;0
1405;merg pull request mdanalysi lint absolut import ;0
1406;merg tag releas develop ;0
1407;creat tag releas ;0
1408;compil dcdmodul ;0
1409;remov window end line ;0
1410;switch sphinx theme alabast mdanalysi style ;0
1411;dcd unit test improv ;0
1412;enh proper dcdfile remark header string handl unit test pass python ;0
1413;dcdfile variabl test implement detail prefix underscor respons comment ;0
1414;replac standard librari assert numpi assert libdcd test suit base review feedback ;0
1415;dcdfile allow overwrit base feedback ;0
1416;current frame variabl updat write method dcdfile ;0
1417;creat tag releas ;0
1418;version updat dev doc regener accordingli ;0
1419;dcd regress test data old dcdreader ;0
1420;dcd unit cell data handl test ;0
1421;test header remark adjust perform direct string comparison request comment ;0
1422;releas code chang rel doc ;0
1423;dcdwritetestrandom pin random seed test robust ;0
1424;releas candid updat changelog ;0
1425;refactor libdcd test ;0
1426;new properti base unit test test written remark properti reveal dcdfile abl handl write empti remark string provid ;0
1427;add write dtype handl ;0
1428;enh compat block import ;0
1429;avoid isinst someth int ;0
1430;except handl dcd ;0
1431;numpyfi docstr ;0
1432;merg branch develop http code googl com mdanalysi develop ;0
1433;abil read xyz file without topolog file ;0
1434;remov duplic import ;0
1435;merg pull request mdanalysi lint divis ;0
1436;start ;0
1437;simpl testcas gmsreader data file ;0
1438;remov undocu mdanalysi builder modul ;0
1439;updat gitignor ;0
1440;remov refer mdanalysi builder setup ;0
1441;xyz file remov data test topolog reader gamess file ;0
1442;use absolut import ;0
1443;alway use divis ;0
1444;merg branch featur gamess reader develop ;0
1445;version chang doc regener ;0
1446;ncdfreader support mmap kwarg test ;0
1447;new cython base dcd file handl code ;0
1448;implement frame read ;0
1449;tst first draft test modul new cython base dcd file handl interfac ;0
1450;initi work dcd write ;0
1451;merg pull request kain sklearn kdtree ;0
1452;add document neighborsearch ;0
1453;regener onlin doc sphinx ;0
1454;updat doc file analysi distanc ;0
1455;use symmetri contact matrix calcul ;0
1456;remov progressbar spars contact matrix ;0
1457;diagon element contact matrix alway true ;0
1458;refactor contact matrix test ;0
1459;merg pull request mdanalysi issu select writer doc ;0
1460;add test gener pbc condit contact matrix ;0
1461;add author changelog inform ;0
1462;updat docstr contact matrix ;0
1463;updat changelog ;0
1464;merg pull request kain cython contact map ;0
1465;add comment ;0
1466;merg pull request kain dcd new remov ;0
1467;replac new type ;0
1468;chang python requir setup ;0
1469;move version mdanalysi version ;0
1470;primit test lib log start log stop log ;0
1471;merg branch develop github com mdanalysi mdanalysi develop ;0
1472;hole modul updat url oliv smart new site http www smartsci hole ;0
1473;switch atom residu segment frame ;0
1474;correspond chang sourc ;0
1475;merg pull request mdanalysi featur atomgroup properti ;0
1476;merg pull request mdanalysi new sphinx style ;0
1477;add neighborsearch lib init ;0
1478;use timestep api reader speed boost ;0
1479;updat trajectori api histori ;0
1480;doc fixup ;0
1481;updat pca tutori ;0
1482;fixup last ;1
1483;import stub core parallel ;0
1484;move core qcprot lib qcprot ;0
1485;remov import align doc ;0
1486;rebuilt doc sphinx ;0
1487;mdanalysi analysi distanc contact matrix docstr updat reflect data type input detail oper progress meter ;0
1488;updat nose requir setup ;0
1489;add spars pbc test contact matrix ;0
1490;everyth expect nose ;0
1491;merg pull request mdanalysi parallel test ;0
1492;test ;0
1493;merg pull request mdanalysi reader speed boost ;0
1494;doc updat atomgroup ;0
1495;updat test new properti ;0
1496;add test contac matrix pbc ;0
1497;chang url doc new http doc mdanalysi org ;0
1498;use correct axi contact matrix pbc ;0
1499;improv select export doc ;0
1500;merg pull request mdanalysi issu ;0
1501;doc fixup ;0
1502;doc updat renam calc torsion ;0
1503;new fixer mdanalysi modul displac pass new test though presum toler import mdanalysi mda etc ;0
1504;numpi doc visual modul ;0
1505;add atomneighborsearch class ;0
1506;use new atomneighborsearch hbond analysi ;0
1507;use new atomneighborsearch pdbqt test ;0
1508;switch biopython kdtree atomneighborsearch ;0
1509;use bio kdtree select ;0
1510;test testtimestepinterfac known failur decor ;0
1511;merg pull request khuston testtimeunit ;0
1512;remov fail cron build job ;0
1513;merg pull request mdanalysi issu ;0
1514;chang oauth token doc deploy travi ;0
1515;merg pull request mdanalysi featur camelcaseapocalyps ;0
1516;use consist format ;0
1517;add mdanalysi kdtree ;0
1518;merg pull request mdanalysi minor fix ;0
1519;add doc string atomneighborsearch ;0
1520;regener html doc devel ;0
1521;merg pull request mdanalysi issu ;0
1522;merg pull request quantumentangledandi issu ;0
1523;new fixer deal atomgroup count method chang camelcas new properti name correspond test code line ;0
1524;new fixer convert atomgroup method properti updat test file contain suitabl test case ;0
1525;crude fixer selectatom chang mda correspond simpl test file ;0
1526;updat changelog entri ;0
1527;remov duplic file ;0
1528;made deprecationwarn alway loud ;0
1529;updat test follow selectatom deprec ;0
1530;updat changelog ;0
1531;updat changelog ;0
1532;merg pull request mdanalysi featur louddeprec ;0
1533;use scikit learn kdtree around select ;0
1534;use sphinx readabl css alabast ;0
1535;enabl cron job ;0
1536;merg branch develop ;0
1537;remov kdtree modul ;0
1538;default list hydrogen bond acceptor ;0
1539;merg pull request mdanalysi featur global keyword ;0
1540;maintain script updat ;0
1541;regener distanc parallel ;0
1542;regener html doc sphinx big api chang ;0
1543;doc hoomd xml topolog parser ;0
1544;maintain deploy script ;0
1545;updat changelog ;0
1546;touch singleframeread test ;0
1547;renam append regist make sens ;0
1548;doc rebuilt releas ;0
1549;add test pbx pbx ;0
1550;make tpr parser read bond interact ;0
1551;add test gromac bond interact ;0
1552;updat author list chang log ;0
1553;bump version releas ;0
1554;merg pull request jbarnoud updat tpr ;0
1555;updat doc pbx pbx support ;0
1556;merg pull request mdanalysi issu ;0
1557;merg pull request mdanalysi issu ;0
1558;start ;0
1559;updat tpr parser pbx pbx ;0
1560;merg pull request mdanalysi issu ;0
1561;atomgroup sequenc work atom ;0
1562;semant version changelog rule ;0
1563;merg pull request mdanalysi issu ;0
1564;correct progressmet display load correctli adjust code adher charact line width limit ;1
1565;reader copi method ;0
1566;merg pull request jbarnoud tpr interact ;0
1567;core topolog topolog copi ;0
1568;introduc basic setup cfg pars ;0
1569;topologyattr copi ;0
1570;use configpars setup ;0
1571;handl extens function ;0
1572;core topolog transtabl copi method ;0
1573;helan minor doc chang numpyf ;0
1574;version bump ;0
1575;mdanalysi analysi rmsd new center keyword ;0
1576;use system instal setup tool ;0
1577;maintain instal quick instal ;0
1578;merg remot track branch richardjgow tscopi develop ;0
1579;merg pull request jbarnoud tpr doc ;0
1580;updat changelog reflect ;0
1581;merg pull request mdanalysi issu ;0
1582;read record type ;0
1583;test default record type ;0
1584;merg pull request mdanalysi featur fancytrajindex ;0
1585;basic test psa ;0
1586;revert dcd dim adk transit datafil ;0
1587;dcdwriter option set istart ;0
1588;back dcd datafil ;0
1589;seaborn extra requir setup tri except seaborn import psa plot method ;0
1590;author name first contribut ;0
1591;updat changelog psa test new adk dim dcd test file ;0
1592;note psa psanalysi changelog ;0
1593;instanc psa psanalysi ;0
1594;made get psa pair properti ;0
1595;updat document psa pair nearest neighbor hausdorff pair properti psanalysi ;0
1596;psa pair nearest neighbor hausdorff pair properti whose correspond instanc variabl psa pair remov api ;0
1597;import explicitli waterdynam sinc modul test file decreas precis decim ;0
1598;note direct doc getter method analys must perform prior psanalysi ;0
1599;refactor lib distanc check array add lib distanc check aray dtype ;0
1600;refin comment discuss http github com mdanalysi mdanalysi pull ;0
1601;merg pull request sseyler develop ;0
1602;sseyler changelog ;0
1603;merg branch develop featur fancytrajindex ;0
1604;test lib mdamath make whole ;0
1605;add test lib distanc transform stor ;0
1606;merg pull request mdanalysi make whole fix ;0
1607;improv indexerror messag ;0
1608;merg pull request mdanalysi issu dimens copi ;0
1609;extra test atom comparison ;0
1610;remov cmp atom ;0
1611;merg pull request mdanalysi issu add recordtyp ;0
1612;remov cmp lammpspars ;0
1613;test move univers scope ;0
1614;encod recordtyp ;0
1615;updat doc reflect ;0
1616;add scipi extra requir agai ;0
1617;test read fanci index ;0
1618;move remain method contactanalysi contact ;0
1619;doc string upgrad analysi contact ;0
1620;improv distanc ;0
1621;correct doc move thing around gener featur cleanup ;0
1622;correct align function ;0
1623;updat align tutori new rmsd behavior ;0
1624;deprec old contactanalysi class check test pass ;0
1625;creat tag releas ;0
1626;add richard maintain give devel list support ;0
1627;clean doc bzip conf file ;0
1628;singl class support cutoff best hummer contact scipi spars caus importexcept updat test appear pass ;0
1629;add changelog ;0
1630;add test rmsd function ;0
1631;trajectori api use close close trajectori ;0
1632;creat branch releas ;0
1633;test docstr cleanup numpi style doc renam method staticmethod annot test ;0
1634;back contactanalysi ;0
1635;upat changelog brought back old contactanalysi class ;0
1636;remov self call load method make nice static ;0
1637;bump version dev ;0
1638;merg branch issu contact develop ;0
1639;univers load new cleanli load univers sole pdb gro noth els load new return file format filenam none input file build psf univers load new rais typeerror reader format found ;0
1640;miss function class doc ;0
1641;merg pull request mdanalysi issu miss doc ;0
1642;first draft contribut file ;0
1643;alter xyzread class use format also unit test simpl compress xyz file file test data comment ;0
1644;trajectori api option attribut compress defin streamlin guess format introduc get ext ;0
1645;move github correct locat repo root ;0
1646;merg pull request mdanalysi issu contributingrst ;0
1647;refactor contact class ;0
1648;minor doc improv ;0
1649;reduc precis distanc test default decim also pass bit ;0
1650;pep chang ;0
1651;correct typo test ;0
1652;prepar releas set releas date ;0
1653;replac izip six move zip ;0
1654;reduc prec testpbcflag ;0
1655;updat summari txt ;0
1656;use proper config wrapper class ;0
1657;atomgroup bond renam keyword minimag pbc consist ;0
1658;reorder setup paramet ;0
1659;remov flake config ;0
1660;merg pull request kain setup config ;0
1661;use sensibl warn header written ;0
1662;appli yapf pep set ;0
1663;merg pull request kain test coordin ;0
1664;applypbc coord box function core distanc move atom within primari unit cell defin box work triclin orthogon box ;0
1665;get test run ;0
1666;merg branch xdrclean develop merg finish convert code use libxdrfil ;0
1667;use find packag setup ;0
1668;adapt renam libxdrfil ;0
1669;use tempdir instead tempfil ;0
1670;add tempdir instal travi setup ;0
1671;bump version ;0
1672;rebuilt doc releas ;0
1673;updat manifest releas ;0
1674;trzreader upgrad ;0
1675;libxdrfil licens modifi gpl minor clean ;0
1676;xdr relat cleanup unit test larg file index bit ;0
1677;creat tag releas ;0
1678;creat tag releas ;0
1679;revert chang contact remov depend panda updat test ;0
1680;argument refactor numpi style doc ;0
1681;refactor univers ident check group option scipi spars import ;0
1682;add test file packag renam test class contact ;0
1683;add nabarun pal list author ;0
1684;dcd dim adk transit datafil ;0
1685;updat manifest test ;0
1686;mock call fork duecredit ;0
1687;pass paramet fixtur ;0
1688;add citat mdanalysi ;0
1689;correctli calcul start time dcd ;0
1690;add test ;0
1691;add nativ namd psf dcd ;0
1692;extens need fulli qualifi setup ;0
1693;handl atom style kwarg lammp data parser reader ;0
1694;merg pull request mdanalysi doc fix ;0
1695;add cylay ccyzon docstr atomgroup select atom ;0
1696;remov utf duecredit citat ;0
1697;valid dimens self pbc addit discript docstr ;0
1698;atom style kwarg lammp data file read ;0
1699;updat tpr test tpx ;0
1700;updat doc author changelog ;0
1701;fix istart nsavc writer ;1
1702;cython setup clean ;0
1703;remov unnecessari section copi testcas ;0
1704;dcd test use decim time test ;0
1705;merg pull request mdanalysi ayushsuhan duecredit ;0
1706;copi seek new reader copi current timestep ;0
1707;remov redund test case ;0
1708;pbc calc angl hbond analysi ;0
1709;bench add rdf asv benchmark ;0
1710;merg branch develop issu dcd istart ;0
1711;updat changelog ;0
1712;merg pull request mdanalysi issu dcd istart ;0
1713;add gsd doc ;0
1714;testcas dist pbc ;0
1715;make diffusionmap distancematrix full use analysisbas ;0
1716;analysi doc explain verbos ;0
1717;improv doc analysi densiti ;0
1718;remov versionchang ;0
1719;comment explain calledprocesserror caught rais ;0
1720;rmsd doc improv ;0
1721;changelog entri zemanj list author ;0
1722;updat changelog add name author list ;0
1723;updat http url download hole ;0
1724;whitespac remov ;0
1725;remov unnecessari docstr ;0
1726;reorder docstr element better consist ;0
1727;align get match atom check test ;0
1728;amber ncdf reader mmap none default ;0
1729;test unwant side effect import mdanalysi ;0
1730;test unwant side effect import mdanalysi ;0
1731;changelog entri import side effect ;0
1732;list author ;0
1733;amber ncdf clean mmap use ;0
1734;made atom style kwarg option ;0
1735;doc updat ;0
1736;merg pull request mdanalysi issu mmap ;0
1737;comment explain test dot fork none ;0
1738;isol import test offload separ python instanc ;0
1739;isol import test offload separ python instanc ;0
1740;isol import test offload separ python instanc ;0
1741;appli chang suggest orbeckst richardjgow ;0
1742;merg pull request mdanalysi issu lammpspars ;0
1743;split test two separ one otherwis one could never fail ;0
1744;split test two separ one otherwis one could never fail ;0
1745;split test two separ one otherwis one could never fail ;0
1746;move one test back test modul ;0
1747;updat hole download link ;0
1748;maint config doc updat latest asv version ;0
1749;updat docstr atomgroup select atom ;0
1750;test case duecredit ;0
1751;cleanup remov unnecessari line ;0
1752;chang groupbi function accept multipl attribut ;0
1753;pbc dist ;0
1754;new dim adk trajectori test data ;0
1755;restructur amber doc webcit origin amber format page ;0
1756;doc deploy run first job ;0
1757;doc deploy travi build ext step ;0
1758;doc updat path matplotlib object ;0
1759;updat amber trj doc ;0
1760;merg pull request mdanalysi featur xyzimprov ;0
1761;merg branch develop featur xyzimprov ;0
1762;add machineri recogn dummi atom assign mass ;0
1763;merg pull request mdanalysi issu pdbresid ;0
1764;merg pull request mdanalysi extra occup ;0
1765;set occup ;0
1766;add new function topolog guesser valid atom type ;0
1767;merg pull request kain pdb read ;0
1768;rais minimum scipi version ;0
1769;add test ;0
1770;doc deploy fetch shallow doc branch speed ;0
1771;merg pull request mdanalysi issu ;0
1772;refactor topolog guesser chang criteria warn rais ;0
1773;readm chang googl group badg ;0
1774;add binder button ;0
1775;chang changelog ;0
1776;merg pull request dotsdl issu ;0
1777;enh direct hausdorff scipi speed hausdorff calc ;0
1778;remov topolog coordin reader dict coordin ;0
1779;merg pull request mdanalysi featur topologycoordin ;0
1780;proper null termin remark string ;0
1781;psa updat new metric hausdorff nearest neigh analysi plot addit function featur ;0
1782;updat test dcd ;0
1783;updat changelog ;0
1784;updat changelog ;0
1785;enhanc psa changelog ;0
1786;use istart inform dcd set correct time ;0
1787;merg pull request mdanalysi issu ;0
1788;add chang changelog ;0
1789;use numpi style doc string ;0
1790;doc link readm ;0
1791;test pqr file read ;0
1792;bump tpx version ;0
1793;add test tpr gromac ;0
1794;updat changelog doc tpx ;0
1795;merg pull request mdanalysi issu pqrfix ;0
1796;updat doc atomgroup clarifi init method ;0
1797;fixup updat doc atomgroup clarifi init method ;1
1798;updeprec older group init ;0
1799;remov old test ;0
1800;univers copi ;0
1801;finalis ;0
1802;merg branch develop ;0
1803;updat file releas ;0
1804;bump version dev ;0
1805;test case pbc dist ;0
1806;merg pull request kain doc ;0
1807;use numpi abrevi consist ;0
1808;merg pull request kain numpi ;0
1809;use link mdanalysi org ;0
1810;use current branch build doc ;0
1811;activ sphinx ext napoleon numpi style doc ;0
1812;pbc dist ;0
1813;add fail test read pdb trajectori ;0
1814;default occup given pdb ;0
1815;add doc ;0
1816;automat develop doc deploy ;0
1817;readm updat doc badg ;0
1818;add occup inform atom atomgroup ;0
1819;add test occup field ;0
1820;frame seek xyzread ;0
1821;updat shear test number pass mkl ;0
1822;releas doc version set ;0
1823;add changelog entri ;0
1824;merg branch develop featur netcdf forc ;0
1825;poli config parser ;0
1826;lightweight serial atomgroup reutil built univers ;0
1827;temporarili verbos travi ;0
1828;new modul anal water dynam modul five new analysi method hydrogen bond lifetim hbl water orient relax wor angular distribut mean squar displac msd suriviv probabl ;0
1829;start doc updat ;0
1830;merg branch develop featur newtimestepconstructor ;0
1831;base timestep ;0
1832;version inform changelog updat ;0
1833;bump version number ;0
1834;merg branch featur netcdf forc develop ;0
1835;version chang doc regener ;0
1836;chang timestep constructor accept integ argument defin size timestep ;0
1837;merg branch develop github com mdanalysi mdanalysi develop ;0
1838;split timestep test file ;0
1839;poli histori reader parser ;0
1840;test thing ;0
1841;frame seek histori reader ;0
1842;partial resolv still test like still broken complex case ;0
1843;molwrit add limit exampl document resolv incorpor suggest richardjgow ;0
1844;merg branch featur autobond develop ;0
1845;updat topolog doc ;0
1846;merg pull request mdanalysi featur dlpolyread ;0
1847;updat readm rst ;0
1848;merg branch develop featur newtimestepconstructor ;0
1849;merg branch develop featur autobond ;0
1850;forc read amber netcdf reader ;0
1851;merg branch featur watdyn develop ;0
1852;solv merg conflict ;0
1853;merg branch develop github com mdanalysi mdanalysi develop ;0
1854;merg pull request alejob develop ;0
1855;merg branch develop github com mdanalysi mdanalysi develop ;0
1856;creat tag prereleas ;0
1857;better doc fast lib spell check instal distribut ;0
1858;doc select keyword ;0
1859;merg pull request mdanalysi featur ambercrdread ;0
1860;minor cosmet clean ;0
1861;initi work defin hydrogen bond ;0
1862;merg branch fix cyzon develop ;0
1863;cylind select work atomgroup instanc honor pbc ;0
1864;basic outlin calcul pair within given radiu determin bond ;0
1865;merg branch develop github com mdanalysi mdanalysi develop ;0
1866;merg pull request mdanalysi featur readercleanup ;0
1867;let around select use period true avail ;0
1868;clean coordin pdb ;0
1869;clean doc defin specif convent flag doc string ;0
1870;merg pull request mdanalysi featur singleframeread ;0
1871;doc spelt routin use kdtree flag use kdtree routin fast ;0
1872;doc period select ;0
1873;psfparser appear modul top well backward compat ;0
1874;correct doc flag ;0
1875;use python set fall back deprec set ;0
1876;atomgroup init check input object index turn list necessari one use set input atomgroup instanc manual construct select speed ;0
1877;dummi biopython pdb load function need biopythn avail ;0
1878;cleanup pdb writer code doc ;0
1879;use modern mkl develop releas ;0
1880;releas candid updat doc readm instal exampl short readm txt crank releas ;0
1881;singleframeread ;0
1882;doc updat write atomgroup ;0
1883;updat changelog ;0
